code,name,market,sector,signal,close,ret5d_pct,vol_ratio,atr_pct,turn20_oku,dev25_pct,above75,hi52w,ret1d_pct,flag_liquidity,flag_atr,flag_extended,flag_gap,ev_pct,win_rate,n_hist,ev_source,ev_stock_pct,n_stock,tp_ref,sl_ref
7689,コパ・コーポレーション,グロース,卸売業,pullback,422.0,-3.21,11.18,9.9,0.3,26.06,True,False,23.39,NG,NG,NG,NG,0.19,43.9,930,地合い別,,0,443.1,411.4
9319,中央倉庫,プライム,倉庫・運輸関連業,pullback,1810.0,2.84,1.19,1.79,0.3,0.1,True,False,1.29,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1900.5,1764.8
1430,ファーストコーポレーション,スタンダード,建設業,pullback,1053.0,3.13,5.93,1.51,0.2,1.96,True,False,3.13,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1105.7,1026.7
3835,ｅＢＡＳＥ,プライム,情報・通信業,pullback,434.0,1.17,1.21,1.48,0.2,0.7,True,False,0.46,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,455.7,423.1
3951,朝日印刷,スタンダード,パルプ・紙,pullback,906.0,-0.11,1.02,0.84,0.2,0.27,True,False,-0.77,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,951.3,883.4
559A,梅乃宿酒造,スタンダード,食料品,pullback,1168.0,0.95,1.19,2.62,0.2,0.8,True,,-2.18,NG,NG,OK,OK,0.19,43.9,930,地合い別,,0,1226.4,1138.8
6073,アサンテ,プライム,サービス業,pullback,1530.0,0.59,1.31,0.79,0.2,0.73,True,False,-0.71,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1606.5,1491.8
7191,イントラスト,スタンダード,その他金融業,pullback,1184.0,3.32,3.35,1.5,0.2,1.63,True,False,0.59,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1243.2,1154.4
7781,平山ホールディングス,スタンダード,精密機器,pullback,878.0,0.46,1.63,1.83,0.2,0.71,True,False,-0.79,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,921.9,856.0
7980,重松製作所,スタンダード,その他製品,pullback,877.0,5.03,2.95,2.56,0.2,2.9,True,False,1.39,NG,NG,OK,OK,0.19,43.9,930,地合い別,,0,920.9,855.1
9218,メンタルヘルステクノロジーズ,グロース,サービス業,pullback,793.0,1.41,1.02,1.84,0.2,2.35,True,False,0.51,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,832.7,773.2
94345,ソフトバンク第１回社債型種類株式,プライム,情報・通信業,pullback,3806.0,0.13,3.08,0.2,0.2,0.13,True,False,0.05,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,3996.3,3710.8
2694,焼肉坂井ホールディングス,スタンダード,小売業,pullback,72.0,0.0,1.95,1.49,0.1,0.06,True,False,0.0,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,75.6,70.2
3161,アゼアス,スタンダード,卸売業,pullback,670.0,0.75,2.31,1.27,0.1,0.15,True,False,0.6,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,703.5,653.2
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,グロース,情報・通信業,pullback,2506.0,2.7,1.1,2.42,0.1,1.24,True,False,1.01,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,2631.3,2443.3
4491,コンピューターマネージメント,スタンダード,情報・通信業,pullback,3310.0,-1.49,1.25,1.01,0.1,0.73,True,False,-1.05,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,3475.5,3227.2
5248,テクノロジーズ,グロース,情報・通信業,pullback,519.0,3.39,1.23,2.52,0.1,3.43,True,False,3.59,NG,NG,OK,OK,0.19,43.9,930,地合い別,,0,545.0,506.0
5891,ＳＡＫＩＧＡＫＥホールディングス,スタンダード,小売業,pullback,1688.0,0.0,1.03,1.23,0.1,0.88,True,False,-0.76,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1772.4,1645.8
6193,バーチャレクス・ホールディングス,グロース,サービス業,pullback,1199.0,0.5,1.32,2.35,0.1,3.18,True,False,2.65,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1259.0,1169.0
6797,名古屋電機工業,スタンダード,電気機器,pullback,1207.0,-1.07,1.12,1.41,0.1,0.95,True,False,-0.08,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1267.4,1176.8
7213,レシップホールディングス,スタンダード,輸送用機器,pullback,687.0,4.41,1.45,1.83,0.1,2.53,True,False,1.33,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,721.4,669.8
7562,安楽亭,スタンダード,小売業,pullback,3840.0,0.0,1.02,0.3,0.1,0.32,True,False,0.13,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,4032.0,3744.0
7749,メディキット,スタンダード,精密機器,pullback,2890.0,-1.1,2.1,1.89,0.1,0.13,True,False,0.31,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,3034.5,2817.8
7822,永大産業,スタンダード,その他製品,pullback,257.0,0.0,3.82,1.11,0.1,0.39,True,False,1.98,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,269.9,250.6
7885,タカノ,スタンダード,その他製品,pullback,1144.0,0.18,1.31,1.4,0.1,0.77,True,False,0.35,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1201.2,1115.4
8260,井筒屋,スタンダード,小売業,pullback,392.0,4.26,1.05,2.35,0.1,3.1,True,False,1.82,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,411.6,382.2
9034,南総通運,スタンダード,陸運業,pullback,1676.0,0.84,1.73,1.63,0.1,2.07,True,False,1.7,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1759.8,1634.1
9423,フォーバル・リアルストレート,スタンダード,情報・通信業,pullback,105.0,0.0,1.18,1.43,0.1,0.42,True,False,0.96,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,110.2,102.4
192A,インテグループ,グロース,サービス業,pullback,1260.0,-0.79,1.01,2.31,0.0,0.73,True,False,-0.94,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1323.0,1228.5
2152,幼児活動研究会,スタンダード,サービス業,pullback,1550.0,1.84,2.18,1.23,0.0,1.15,True,False,2.99,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1627.5,1511.2
2169,ＣＤＳ,スタンダード,サービス業,pullback,1725.0,-0.58,1.28,0.64,0.0,0.06,True,False,-0.23,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1811.2,1681.9
2300,きょくとう,スタンダード,サービス業,pullback,496.0,-0.2,2.62,0.83,0.0,0.03,True,False,-0.6,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,520.8,483.6
2391,プラネット,スタンダード,サービス業,pullback,1176.0,0.51,2.91,0.51,0.0,0.02,True,False,-0.17,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1234.8,1146.6
2411,ゲンダイエージェンシー,スタンダード,情報・通信業,pullback,470.0,0.21,1.0,1.06,0.0,0.35,True,False,-0.21,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,493.5,458.2
2499,日本和装ホールディングス,スタンダード,サービス業,pullback,304.0,-0.98,1.74,1.39,0.0,1.4,True,False,-1.3,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,319.2,296.4
2806,ユタカフーズ,スタンダード,食料品,pullback,1911.0,-0.47,1.37,1.13,0.0,0.34,True,False,-0.62,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,2006.6,1863.2
2816,ダイショー,スタンダード,食料品,pullback,1416.0,-0.14,1.09,0.3,0.0,0.13,True,False,0.07,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1486.8,1380.6
2877,日東ベスト,スタンダード,食料品,pullback,751.0,-0.13,1.28,1.2,0.0,0.42,True,False,-0.13,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,788.6,732.2
3067,東京一番フーズ,スタンダード,小売業,pullback,467.0,0.21,1.18,0.73,0.0,0.99,True,False,-0.21,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,490.4,455.3
3169,ミサワ,スタンダード,小売業,pullback,676.0,-0.29,4.59,1.09,0.0,0.65,True,False,0.6,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,709.8,659.1
3248,アールエイジ,スタンダード,不動産業,pullback,897.0,0.9,13.22,0.73,0.0,1.11,True,True,0.9,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,941.9,874.6
3317,フライングガーデン,スタンダード,小売業,pullback,1480.0,-0.67,1.08,0.9,0.0,0.14,True,False,-0.47,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1554.0,1443.0
3439,三ツ知,スタンダード,金属製品,pullback,686.0,2.24,1.17,0.78,0.0,1.56,True,False,0.0,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,720.3,668.9
3461,パルマ,スタンダード,不動産業,pullback,620.0,0.0,1.0,1.3,0.0,1.12,True,False,0.65,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,651.0,604.5
3559,ピーバンドットコム,スタンダード,卸売業,pullback,466.0,-0.43,1.11,2.74,0.0,4.38,True,False,3.56,NG,NG,OK,OK,0.19,43.9,930,地合い別,,0,489.3,454.3
3910,エムケイシステム,スタンダード,情報・通信業,pullback,284.0,-1.39,1.2,1.41,0.0,0.68,True,False,0.0,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,298.2,276.9
3912,モバイルファクトリー,スタンダード,情報・通信業,pullback,1136.0,0.8,1.15,1.0,0.0,0.66,True,False,1.07,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1192.8,1107.6
3948,光ビジネスフォーム,スタンダード,パルプ・紙,pullback,1180.0,0.43,1.22,0.71,0.0,1.18,True,False,0.6,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1239.0,1150.5
3955,イムラ,スタンダード,パルプ・紙,pullback,861.0,1.06,3.89,1.34,0.0,1.62,True,False,3.36,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,904.1,839.5
3970,イノベーション,スタンダード,情報・通信業,pullback,855.0,0.83,1.13,1.31,0.0,0.45,True,False,2.27,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,897.8,833.6
3988,ＳＹＳホールディングス,スタンダード,情報・通信業,pullback,559.0,0.0,3.88,2.24,0.0,0.06,True,False,-0.18,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,587.0,545.0
4020,ビートレンド,グロース,情報・通信業,pullback,815.0,-2.51,1.0,1.37,0.0,0.44,True,False,-0.24,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,855.8,794.6
4068,ベイシス,グロース,情報・通信業,pullback,1774.0,0.17,1.73,1.31,0.0,1.85,True,False,2.78,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1862.7,1729.6
4388,エーアイ,スタンダード,情報・通信業,pullback,378.0,-0.26,1.08,1.55,0.0,1.96,True,False,0.53,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,396.9,368.6
4421,ディ・アイ・システム,スタンダード,情報・通信業,pullback,951.0,0.74,1.73,0.67,0.0,0.96,True,False,0.0,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,998.6,927.2
4524,森下仁丹,スタンダード,医薬品,pullback,2246.0,0.09,1.3,0.23,0.0,0.17,True,False,0.36,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,2358.3,2189.8
4678,秀英予備校,スタンダード,サービス業,pullback,330.0,-0.9,1.04,1.13,0.0,0.32,True,False,0.3,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,346.5,321.8
4679,田谷,スタンダード,サービス業,pullback,263.0,0.77,4.49,1.49,0.0,0.11,True,False,0.38,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,276.2,256.4
4929,アジュバンホールディングス,スタンダード,化学,pullback,740.0,0.14,1.23,0.39,0.0,0.15,True,False,0.0,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,777.0,721.5
5125,ファインズ,グロース,情報・通信業,pullback,485.0,2.11,1.1,1.3,0.0,2.22,True,False,2.11,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,509.2,472.9
5237,ノザワ,スタンダード,ガラス・土石製品,pullback,1211.0,-0.25,2.39,1.34,0.0,0.16,True,False,-1.14,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,1271.5,1180.7
5616,雨風太陽,グロース,情報・通信業,pullback,649.0,-0.76,1.01,1.79,0.0,0.58,True,False,-0.46,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,681.5,632.8
5966,京都機械工具,スタンダード,金属製品,pullback,2705.0,0.19,1.12,0.73,0.0,2.31,True,False,0.04,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,2840.2,2637.4
6757,ＯＳＧコーポレーション,スタンダード,電気機器,pullback,889.0,0.91,2.44,0.89,0.0,0.76,True,False,-0.89,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,933.5,866.8
6848,東亜ディーケーケー,スタンダード,電気機器,pullback,869.0,0.35,1.42,0.69,0.0,0.32,True,False,0.35,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,912.5,847.3
6894,パルステック工業,スタンダード,電気機器,pullback,2169.0,0.88,1.23,1.46,0.0,0.53,True,False,-0.5,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,2277.5,2114.8
7127,一家ホールディングス,スタンダード,小売業,pullback,709.0,-0.28,1.24,0.61,0.0,0.63,True,False,-0.14,NG,OK,OK,OK,0.19,43.9,930,地合い別,,0,744.5,691.3
